session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First language,First Language,Nationality,Sex,Student Status
5fc6599270e9fe26206c81a2,5cd1d1f7db7024000195cc75,APPROVED,2020-12-01 14:56:21.877000,2020-12-01 15:06:15.498000,593.621,33,489,5,98,2020-12-15 16:52:48.630000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc659928e076601e9ea9f83,5e4af9e73485dd000c99724e,APPROVED,2020-12-01 14:56:18.594000,2020-12-01 15:01:36.816000,318.222,55,990,2,100,2020-12-15 16:52:54.779000,5E5B3080,United States,United States,Full-Time,English,English,United States,Female,No
5fc65996766e2806994c52e1,5e3dec90ce522506a9045e17,APPROVED,2020-12-01 14:56:38.425000,2020-12-01 15:02:49.763000,371.338,47,999,0,100,2020-12-15 16:53:02.823000,5E5B3080,United States,United States,Full-Time,English,English,United States,Male,No
5fc659e86deb34286f0d6f2b,5b1efc25bdf4e1000163af46,RETURNED,2020-12-01 14:57:47.281000,2020-12-01 15:09:19.043000,691.762,34,978,7,100,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc65b57cc5419026479e5e2,5f522c40069004482b3af322,APPROVED,2020-12-01 15:03:51.938000,2020-12-01 15:17:04.461000,792.523,32,314,0,100,2020-12-15 16:53:10.656000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fc65b8de7ccdb2811a8cb58,5d8ceadadad82b0016bac50b,APPROVED,2020-12-01 15:04:47.779000,2020-12-01 15:08:03.843000,196.064,34,393,0,100,2020-12-15 16:53:15.585000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc65cbd8c524e294f81d8e1,5ef2404bed03f70837f09c71,RETURNED,2020-12-01 15:11:12.500000,,12695121.930438,34,328,13,92,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc65d68b93a5e2972c05216,55ff649977f33b0012cb35e1,APPROVED,2020-12-01 15:12:53.044000,2020-12-01 15:24:03.508000,670.464,57,896,6,100,2020-12-15 16:53:21.879000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc6b7db2cd19d3a8e18ee18,5f4b9740fdda0b04d86a533c,APPROVED,2020-12-01 21:39:06.148000,2020-12-01 22:08:10.778000,1744.63,36,299,0,100,2020-12-15 16:53:30.834000,5E5B3080,United Kingdom,United Kingdom,Unemployed (and job seeking),English,DATA EXPIRED,United Kingdom,Male,No
5fc6b7dc7a22da0eb0573188,5c546c0cb7cf140001d331b8,RETURNED,2020-12-01 21:38:39.183000,,12671875.264587,54,554,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6b7dcc23d8402d81d69ea,5ce1ce6755fe0d001a69c829,APPROVED,2020-12-01 21:38:36.875000,2020-12-01 21:41:24.270000,167.395,25,251,1,100,2020-12-15 16:53:36.155000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5fc6b7dd4150090802bb36a7,5caa534a19731a00190bb935,APPROVED,2020-12-01 21:38:39.876000,2020-12-01 21:44:54.270000,374.394,54,607,3,100,2020-12-15 16:53:41.320000,5E5B3080,Canada,Canada,Full-Time,English,English,Canada,Male,No
5fc6b7de929fd93a144f2669,5f6152406f6e560f32b0cfe4,APPROVED,2020-12-01 21:38:38.319000,2020-12-01 21:42:12.196000,213.877,38,207,0,100,2020-12-15 16:53:47.822000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fc6b7e0919412062d9ad0a2,5bf44a04d7e7a70001d7a672,APPROVED,2020-12-01 21:38:40.318000,2020-12-01 21:51:40.248000,779.93,28,653,0,100,2020-12-15 16:53:52.290000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5fc6b7e773c4f70cd8c86175,5c38dab0f0ae4c00011238c1,REJECTED,2020-12-01 21:40:31.432000,2020-12-01 21:55:03.989000,872.557,67,535,5,99,2020-12-15 14:00:15.692000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5fc6b7e7e9b9d31bf4d083c0,5e847da74c8caf01f21ae629,APPROVED,2020-12-01 21:38:59.998000,2020-12-01 21:47:21.404000,501.406,28,192,0,100,2020-12-15 16:53:58.017000,5E5B3080,United States,United States,Unemployed (and job seeking),English,English,United States,Male,No
5fc6b7e7eb3a5f0791067599,5f8ebb15e1058d0450560a10,REJECTED,2020-12-01 21:38:47.285000,2020-12-01 21:50:25.114000,697.829,31,137,4,95,2020-12-15 14:43:23.798000,NOCODE,Somalia,United Kingdom,Unemployed (and job seeking),English,DATA EXPIRED,United Kingdom,Male,No
5fc6b7f3d255c103593ac06d,5f6e713d08a4a53c6bfd8c5e,APPROVED,2020-12-01 21:38:58.972000,2020-12-01 21:42:12.950000,193.978,30,142,0,100,2020-12-15 16:54:03.596000,5E5B3080,Germany,Ireland,Full-Time,English,DATA EXPIRED,Ireland,Male,No
5fc6b8339e09eb0e38ab7dfd,5f90e2ba0e7eef1fdbf5b17b,APPROVED,2020-12-01 21:40:05.260000,2020-12-01 21:43:00.022000,174.762,18,549,2,100,2020-12-15 16:54:07.876000,5E5B3080,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,DATA EXPIRED,United States,Female,Yes
5fc6bcf4ab132b02643e992d,5ef7cf0ecedc3d1009540a68,APPROVED,2020-12-01 22:00:20.711000,2020-12-01 22:04:42.747000,262.036,23,143,0,100,2020-12-15 16:54:12.199000,5E5B3080,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Male,Yes
5fc6bcf5285a450815042d15,5f2fe12efe3e953d08b9ec51,REJECTED,2020-12-01 22:00:25.429000,2020-12-01 22:07:12.045000,406.616,24,10,1,92,2020-12-15 14:37:14.301000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fc6bcf52d9e4004cacf394e,5ece90ff618acf265976f2c1,RETURNED,2020-12-01 22:00:23.899000,,12670570.636538,32,188,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6bcf6285a45097b6a7477,5eadba3c2ee2df08c162dc70,REJECTED,2020-12-01 22:00:22.418000,2020-12-01 22:18:51.296000,1108.878,32,302,2,99,2020-12-15 14:17:09.649000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc6bd00035177091587246a,5e70473df54fa862f0bb0fbe,APPROVED,2020-12-01 22:00:32.567000,2020-12-01 22:04:17.587000,225.02,30,232,0,100,2020-12-15 16:54:16.741000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc6bd0586fec20a71fb1bc7,5c5cad3e4ee81200018eafe2,RETURNED,2020-12-01 22:00:46.124000,,12670548.428778,69,955,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6bd06040c3f09ad692734,5d9b3690b8040b0015614983,APPROVED,2020-12-01 22:00:42.364000,2020-12-01 22:05:19.293000,276.929,30,780,14,97,2020-12-15 16:54:21.963000,5E5B3080,United States,United States,Full-Time,English,English,United States,Male,No
5fc6bd062a31c6148674cd63,591d798372ab2d0001e34612,RETURNED,2020-12-01 22:00:44.477000,,12670550.083594,,641,19,93,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6bd06563ad80d5eb2206f,5f7959d0b6791155e6932dd1,APPROVED,2020-12-01 22:03:43.637000,2020-12-01 22:11:54.638000,491.001,37,221,0,100,2020-12-15 16:54:28.505000,5E5B3080,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,DATA EXPIRED,United Kingdom,Female,No
5fc6bd07b9b71d08901b159f,5dd3dc2287c1fd3bec031d0d,RETURNED,2020-12-01 22:00:43.587000,,12670550.994971,56,331,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6bd09db97a63b6fab3094,5d7b29b45cd51c00195a8baa,APPROVED,2020-12-01 22:00:40.983000,2020-12-01 22:04:06.933000,205.95,22,982,1,100,2020-12-15 16:54:32.233000,5E5B3080,United States,United States,Full-Time,English,English,United States,Male,No
5fc6bd63a46af30b692d19d5,5f53b18dcc049d6e06bba710,APPROVED,2020-12-01 22:02:16.879000,2020-12-01 22:15:21.464000,784.585,25,76,0,100,2020-12-15 16:54:38.093000,5E5B3080,Canada,Canada,Unemployed (and job seeking),English,,Canada,Male,No
5fc6c00bec2f6c03d1d083c0,5f5d4b6876a9515a25325a29,APPROVED,2020-12-01 22:13:31.139000,2020-12-01 22:16:25.437000,174.298,22,129,1,100,2020-12-15 16:54:41.945000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fc6c0cc82ff630a0d6cab10,5c44b3fe1bbffd0001014286,RETURNED,2020-12-01 22:16:55.148000,,12669579.458096,27,959,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6c0d29ea59008f34563fd,5f347f7a0bfd1e3a18693ec3,APPROVED,2020-12-01 22:16:50.324000,2020-12-01 22:38:47.013000,1316.689,28,213,1,100,2020-12-15 16:54:45.745000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,DATA EXPIRED,United Kingdom,Female,No
5fc6c0da9e09eb0eb40e9c26,5f1cda0bc983145ae1bbbfc9,APPROVED,2020-12-01 22:19:12.617000,2020-12-01 22:25:55.527000,402.91,31,90,0,100,2020-12-15 16:54:50.974000,5E5B3080,New Zealand,New Zealand,Unemployed (and job seeking),English,English,New Zealand,Female,No
5fc6c0dcd840510e942a517b,593dd25b6b824b0001a7024a,APPROVED,2020-12-01 22:17:05.660000,2020-12-01 22:22:51.026000,345.366,43,781,19,96,2020-12-15 16:54:55.377000,5E5B3080,United Kingdom,United Kingdom,Part-Time,,English,United Kingdom,Female,No
5fc6c0e2285a450a6764be6c,5c72f9bf8711bf000139c5ee,REJECTED,2020-12-01 22:21:27.583000,2020-12-01 22:40:59.577000,1171.994,54,679,7,98,2020-12-15 14:02:39.437000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5fc6c0e2c23d8402d81d6a11,5f35bb460db2f81d1dd66900,APPROVED,2020-12-01 22:17:06.010000,2020-12-01 22:23:34.837000,388.827,19,204,1,100,2020-12-15 16:55:04.017000,5E5B3080,United Kingdom,United Kingdom,Other,English,DATA EXPIRED,United Kingdom,Male,Yes
5fc6c0e5a536d30a6e06155e,5e3606315bfa435ce4d6246c,APPROVED,2020-12-01 22:17:12.148000,2020-12-01 22:18:59.400000,107.252,41,827,0,100,2020-12-15 16:55:08.509000,5E5B3080,United States,United States,Part-Time,English,English,United States,Female,No
5fc6c0e682ff630a0d6cab11,5f1c5f809780db094345862b,RETURNED,2020-12-01 22:17:10.133000,,12669564.520593,29,241,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6c0e91dd1533b8e271037,5ed923252219cb0e437c8a98,APPROVED,2020-12-01 22:21:58.093000,2020-12-01 22:28:19.804000,381.711,23,333,2,100,2020-12-15 16:55:12.987000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc6c0e99e09eb0fa6acf3f7,5f7a3cb8a5ab6f693b2ef50a,APPROVED,2020-12-01 22:17:16.704000,2020-12-01 22:20:48.733000,212.029,22,531,2,100,2020-12-15 16:55:17.744000,5E5B3080,United States,United States,Other,English,DATA EXPIRED,United States,Male,Yes
5fc6c449a95c15103e950635,5f1c3db4d208d903a55e5bd3,RETURNED,2020-12-01 22:32:59.608000,,12668615.070237,29,184,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6c44ea8a9880899c4d161,5f8455d8c0ff17080cb096cd,APPROVED,2020-12-01 22:31:42.879000,2020-12-01 22:41:52.485000,609.606,18,97,1,100,2020-12-15 16:55:22.583000,5E5B3080,Zimbabwe,United Kingdom,Other,English,DATA EXPIRED,United Kingdom,Male,Yes
5fc6c514417d761bbebf174d,5d4310bbd8e961001b825ca4,RETURNED,2020-12-01 22:44:59.830000,,12667894.856386,62,811,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc6c524a6cc0a3c1d6f9628,5ebaa76f2afa9c00098a4483,APPROVED,2020-12-01 22:35:20.416000,2020-12-01 22:42:00.164000,399.748,41,102,1,100,2020-12-15 16:55:27.197000,5E5B3080,Australia,United Kingdom,Part-Time,English,English,Australia,Female,No
5fc6c68b0cca92053c20e032,5f5415abe10630780cb30e3a,APPROVED,2020-12-01 22:41:15.708000,2020-12-01 23:07:27.488000,1571.78,28,391,1,100,2020-12-15 16:55:31.209000,5E5B3080,United States,United States,Full-Time,English,DATA EXPIRED,United States,Female,No
5fc7496665811e1229872a0c,5f12b2d469688113079cc273,APPROVED,2020-12-02 07:59:34.525000,2020-12-02 08:05:47.763000,373.238,19,312,1,100,2020-12-15 14:30:24.153000,5E5B3080,United States,United States,Unemployed (and job seeking),English,English,United States,Female,Yes
5fc749669bdc8d1d465d3dae,5f12386f8e2b3e170ce6664f,APPROVED,2020-12-02 08:07:21.065000,2020-12-02 08:15:34.598000,493.533,52,192,2,99,2020-12-15 14:29:49.672000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5fc7496873967e498cd85890,5e7f5134c9a85c6336461f63,TIMED-OUT,2020-12-02 07:59:36.005000,,12634618.719106,20,78,4,94,,,United Kingdom,United Kingdom,Part-Time,,English,United Kingdom,Male,No
5fc7496a6deb34492565b02d,5e45311786a7990111f7b80d,RETURNED,2020-12-02 07:59:41.805000,,12634612.927467,41,257,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc7496c00e65c12f432e890,5ec37264194de71cb7b82637,APPROVED,2020-12-02 07:59:40.542000,2020-12-02 08:04:59.536000,318.994,19,251,0,100,2020-12-15 14:19:28.020000,5E5B3080,Canada,Canada,Part-Time,English,English,China,Female,Yes
5fc7496f4a77fb490e5cc7eb,5eb5a95ce5a54247862e6479,APPROVED,2020-12-02 07:59:46.008000,2020-12-02 08:02:05.300000,139.292,43,247,5,98,2020-12-15 14:18:10.332000,5E5B3080,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Male,No
5fc749782d9e40123a6f0f19,5e16d8f5bf3d4eca3bcf290f,REJECTED,2020-12-02 07:59:52.459000,2020-12-02 08:05:54.436000,361.977,44,437,3,99,2020-12-15 14:13:15.010000,5E5B3080,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,Yes
5fc7497a65811e1229872a11,5e8fa4b58028052a7880c8ac,TIMED-OUT,2020-12-02 07:59:54.434000,,12634600.322563,40,277,4,98,,,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc7497adc21d8136fe27138,5ec654218b4767027dbc7042,APPROVED,2020-12-02 07:59:54.090000,2020-12-02 08:14:41.294000,887.204,25,183,1,100,2020-12-15 14:20:16.323000,5E5B3080,Australia,Australia,Full-Time,,English,Australia,Male,No
5fc7497baa8f781e1ecbc7cf,5f7ad6a07150671c90978775,APPROVED,2020-12-02 08:00:09.120000,2020-12-02 08:11:43.680000,694.56,45,289,0,100,2020-12-15 14:40:38.522000,5E5B3080,United States,United States,Full-Time,English,DATA EXPIRED,United States,Male,No
5fc74a0c16e42e0792179fb9,5f881c7d29650a26096e77a3,APPROVED,2020-12-02 08:04:08.098000,2020-12-02 08:11:10.433000,422.335,28,202,0,100,2020-12-15 14:42:25.883000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fc754161463611472957546,5f2dad07a2eef40aaef6edb6,APPROVED,2020-12-02 08:46:57.722000,2020-12-02 08:54:40.792000,463.07,20,573,0,100,2020-12-15 14:31:00.977000,5E5B3080,United States,United States,Other,English,DATA EXPIRED,United States,Female,Yes
5fc7541986fec21a22d527a4,589095a6046bbb0001a52d2d,APPROVED,2020-12-02 08:45:19.160000,2020-12-02 08:48:04.696000,165.536,65,646,2,100,2020-12-15 13:52:39.245000,5E5B3080,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5fc79da9a8701b08fc4a5cca,5f68d4c59b202b055cc873e5,APPROVED,2020-12-02 13:59:22.074000,2020-12-02 14:10:23.987000,661.913,19,120,0,100,2020-12-15 16:55:35.619000,5E5B3080,DATA EXPIRED,South Africa,Full-Time,English,DATA EXPIRED,South Africa,Male,No
5fc79dad1d42670a02ed1d57,5f233780d9463c01972da356,RETURNED,2020-12-02 13:59:18.723000,,12613036.089093,42,237,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc79db25c247609fdad714a,5f12ad33a5b0e321fa828a45,APPROVED,2020-12-02 13:59:14.869000,2020-12-02 14:01:52.412000,157.543,19,180,3,99,2020-12-15 16:55:39.639000,NOCODE,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,Yes
5fc79db2a8701b096f214112,5f1284af0e72001e1863ea3e,APPROVED,2020-12-02 13:59:14.180000,2020-12-02 14:08:15.456000,541.276,21,146,0,100,2020-12-15 16:55:43.869000,5E5B3080,Australia,Australia,Full-Time,English,English,Australia,Female,No
5fc79db432c4330ac8458cab,5f7c6d6fce114d086d1bddc6,APPROVED,2020-12-02 13:59:16.340000,2020-12-02 14:24:05.195000,1488.855,41,126,4,96,2020-12-15 16:55:48.276000,5E5B3080,United States,United States,Full-Time,English,DATA EXPIRED,United States,Male,No
5fc79db4a5503f0a165e0163,5eb0453f0852800c239c6afd,APPROVED,2020-12-02 13:59:16.779000,2020-12-02 14:06:46.694000,449.915,24,234,0,100,2020-12-15 16:55:52.270000,5E5B3080,Canada,Canada,Other,English,English,Canada,Female,Yes
5fc79db613d5210971eebc57,5acb5910e1546900019c413a,APPROVED,2020-12-02 14:00:36.373000,2020-12-02 14:06:16.032000,339.659,32,604,3,100,2020-12-15 16:55:56.403000,5E5B3080,Sweden,United Kingdom,Full-Time,English,English,Sweden,Male,No
5fc79db69771f10a8bd04ef7,5f5f47e92865a103de1eb305,APPROVED,2020-12-02 13:59:26.471000,2020-12-02 14:04:49.770000,323.299,23,101,0,100,2020-12-15 16:56:02.113000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Female,No
5fc79db77a17110a64ac10ee,5edbf6a29a8d508920c14f6c,APPROVED,2020-12-02 13:59:41.884000,2020-12-02 14:15:02.585000,920.701,31,234,0,100,2020-12-15 16:56:06.090000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,Yes
5fc79db832edcc0a5eada5c7,5e904c70d2668d34a40d37af,RETURNED,2020-12-02 14:01:55.981000,,12612878.894555,33,186,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc79eded00b810a67c85f4c,5d7b2e78698dea001853b5ec,APPROVED,2020-12-02 14:04:23.623000,2020-12-02 14:21:25.138000,1021.515,33,1111,18,96,2020-12-15 16:56:10.130000,5E5B3080,United States,United States,Full-Time,English,English,United States,Male,No
5fc79f30f4b6970a8cdc8aeb,5eb8c284ab41e18278ccf247,APPROVED,2020-12-02 14:13:10.531000,2020-12-02 14:33:30.399000,1219.868,32,299,5,98,2020-12-15 16:56:16.631000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5fc8d6db51610326ec4460b4,5c6167386fabd400010977be,RETURNED,2020-12-03 12:15:29.193000,,12532865.696851,30,809,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fc8d6dec3b2ae2b3e85789b,5af40d8508c1ae000172a3a1,APPROVED,2020-12-03 12:15:38.224000,2020-12-03 12:22:44.489000,426.265,46,871,3,100,2020-12-15 16:56:21.034000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fc8d6e061d36f267bc95bdb,5c98c51774cc7f0001e67c8c,APPROVED,2020-12-03 12:16:04.092000,2020-12-03 12:41:13.992000,1509.9,47,597,7,99,2020-12-15 14:02:49.277000,5E5B3080,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5fc8d6e2bbf1d32b490fafa0,5f463ecb036c86000a17e073,APPROVED,2020-12-03 12:17:01.704000,2020-12-03 12:38:01.329000,1259.625,23,226,5,96,2020-12-15 16:56:27.528000,5E5B3080,United Kingdom,Poland,Full-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fc8d9a4c876252763ca3b2f,5f345b4d575cf53621684909,APPROVED,2020-12-03 12:27:19.909000,2020-12-03 12:32:22.826000,302.917,26,199,0,100,2020-12-15 16:56:31.524000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Male,No
5fd8e3a7ce2e16000899fdcc,5d8cef3c28e183001a335ab0,APPROVED,2020-12-15 16:26:15.382000,2020-12-15 16:32:30.138000,374.756,31,960,0,100,2021-01-05 18:25:06.143000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5fd8e42b836aca2d961a7680,5f747640e118860111ffe0c9,APPROVED,2020-12-15 16:28:27.826000,2020-12-15 16:31:29.488000,181.662,24,84,0,100,2021-01-05 18:25:13.397000,5E5B3080,United Kingdom,United Kingdom,Unemployed (and job seeking),English,DATA EXPIRED,Ireland,Female,No
5fd8e44aae51e30009e17a2c,595804ea8b58be00012c25a1,APPROVED,2020-12-15 16:29:14.065000,2020-12-15 16:57:47.720000,1713.655,48,1516,5,100,2021-01-05 18:25:14.271000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fd8e47507054e0008adde88,5cf765f7b026f40001fe1bc6,APPROVED,2020-12-15 16:29:41.315000,2020-12-15 16:35:38.804000,357.489,33,508,5,99,2021-01-05 18:25:17.499000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5fd8e478d28d1d0008ac778a,5dbec8af4a8eb43937c03d2b,RETURNED,2020-12-15 16:29:44.937000,,11480810.021024,21,378,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fd8e48be3d19d0da9bfb683,5eb9f20c035511119e4ce143,APPROVED,2020-12-15 16:30:03.335000,2020-12-15 16:46:17.746000,974.411,22,52,0,100,2021-01-05 18:25:18.598000,5E5B3080,Canada,Canada,Full-Time,,English,Canada,Male,Yes
5fd8e4e75fbdad2f48eba6de,5c0ef103857373000152f759,APPROVED,2020-12-15 16:32:31.641000,2020-12-15 16:39:12.927000,401.286,27,254,0,100,2021-01-05 18:25:26.632000,5E5B3080,Canada,Canada,Unemployed (and job seeking),English,English,Canada,Male,No
5fd8e57f6452e32eec5540cb,5f493291e3e64832df458323,APPROVED,2020-12-15 16:34:07.966000,2020-12-15 16:37:50.162000,222.196,33,138,0,100,2021-01-05 18:25:31.052000,5E5B3080,United States,United States,Full-Time,English,DATA EXPIRED,Italy,Male,Yes
5fd8e58c3897660e922f70b9,5ea944c287b415000ce42862,APPROVED,2020-12-15 16:34:20.526000,2020-12-15 16:52:57.517000,1116.991,46,237,0,100,2021-01-05 18:25:31.226000,5E5B3080,Spain,Spain,Full-Time,English,Spanish,Spain,Male,Yes
5fd8e5a87ef2340da557f760,5e7f514bb18cb4000a68310d,APPROVED,2020-12-15 16:34:54.875000,2020-12-15 16:37:50.341000,175.466,24,719,4,100,2021-01-05 18:25:33.878000,5E5B3080,United States,United States,Part-Time,English,English,United States,Male,No
5fd8e5cb638fcd000a25325c,5eff36d9f597a7493fccdafd,APPROVED,2020-12-15 16:35:26.293000,2020-12-15 16:41:03.414000,337.121,28,209,0,100,2021-01-05 18:25:40.959000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5fd8e5ea993721000b4c6dc2,5c472ac67379d8000112983d,RETURNED,2020-12-15 16:35:54.758000,,11480440.249408,64,516,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5fd8e60a2fb38e0cab566111,5e4e6e53f4bdd82b601f2e9a,APPROVED,2020-12-15 16:36:32.320000,2020-12-15 16:48:45.183000,732.863,52,240,0,100,2021-01-05 18:25:45.893000,5E5B3080,United Kingdom,Ireland,Part-Time,English,English,United Kingdom,Female,No
5fd8e610fb7c300d232f176b,5f7cc1dd2fe61814cae2ce9c,APPROVED,2020-12-15 16:36:48.504000,2020-12-15 16:38:51.113000,122.609,25,110,0,100,2021-01-05 18:25:45.944000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Female,No
5fd8e63a1ab16a000cb41487,5ea55df76205ad53a793bc01,APPROVED,2020-12-15 16:37:20.926000,2020-12-15 16:42:58.109000,337.183,58,361,3,100,2021-01-05 18:25:47.274000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5fd8e7d0f35a0e2f18ae3f38,5d2b45b9f7ef930001c5fa2d,APPROVED,2020-12-15 16:44:00.162000,2020-12-15 16:53:09.077000,548.915,42,646,1,100,2021-01-05 18:26:09.268000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
